roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-6255,Female,Group C,High school,Free/reduced,Complete,65,58,100,42,265,B
std-6256,Female,Group A,Bachelor's degree,Standard,Complete,63,84,69,73,289,B
std-6257,Female,Group C,Associate's degree,Free/reduced,Complete,69,80,76,55,280,B
std-6258,Female,Group C,Some college,Standard,Not complete,79,86,82,41,288,B
std-6259,Female,Group D,High school,Standard,Complete,76,68,77,45,266,B
std-6260,Female,Group D,Bachelor's degree,Standard,Not complete,42,92,69,25,228,C
std-6261,Female,Group D,Associate's degree,Standard,Complete,74,70,91,80,315,B
std-6262,Female,Group D,Some college,Standard,Not complete,42,81,86,66,275,B
std-6263,Female,Group C,Associate's degree,Standard,Complete,82,74,76,58,290,B
std-6264,Female,Group D,High school,Free/reduced,Complete,53,75,73,81,282,B
std-6265,Female,Group A,Bachelor's degree,Standard,Not complete,49,69,79,70,267,B
std-6266,Female,Group B,Associate's degree,Free/reduced,Complete,100,62,100,58,320,A
std-6267,Female,Group B,High school,Standard,Complete,33,96,100,86,315,B
std-6268,Female,Group B,Associate's degree,Standard,Not complete,47,63,96,77,283,B
std-6269,Female,Group B,High school,Free/reduced,Not complete,61,100,92,41,294,B
std-6270,Female,Group B,High school,Standard,Complete,78,83,84,63,308,B
std-6271,Female,Group B,High school,Free/reduced,Not complete,68,66,100,68,302,B
std-6272,Female,Group C,Some college,Standard,Not complete,72,78,92,59,301,B
std-6273,Female,Group E,Associate's degree,Standard,Complete,64,89,75,73,301,B
std-6274,Female,Group C,High school,Standard,Not complete,92,96,77,76,341,A
std-6275,Female,Group E,High school,Standard,Not complete,77,96,100,67,340,A
std-6276,Female,Group B,Bachelor's degree,Standard,Complete,50,71,36,53,210,C
std-6277,Female,Group E,Some college,Standard,Not complete,90,91,73,50,304,B
std-6278,Female,Group D,High school,Standard,Not complete,77,84,39,77,277,B
std-6279,Female,Group E,Bachelor's degree,Standard,Complete,86,72,81,90,329,A
std-6280,Female,Group B,Associate's degree,Free/reduced,Not complete,28,68,69,73,238,C
std-6281,Female,Group E,High school,Free/reduced,Complete,47,60,100,54,261,B
std-6282,Female,Group D,Some college,Standard,Not complete,72,23,71,47,213,C
std-6283,Female,Group C,High school,Standard,Complete,70,56,74,52,252,B
std-6284,Female,Group A,Associate's degree,Standard,Complete,69,40,44,68,221,C
std-6285,Female,Group C,Bachelor's degree,Standard,Not complete,69,33,44,88,234,C
std-6286,Female,Group D,Associate's degree,Standard,Complete,46,43,89,61,239,C
std-6287,Female,Group B,High school,Standard,Not complete,58,76,97,76,307,B
std-6288,Female,Group C,Some college,Standard,Complete,43,81,70,67,261,B
std-6289,Female,Group A,Some college,Free/reduced,Complete,77,55,81,68,281,B
std-6290,Female,Group C,Associate's degree,Standard,Not complete,72,92,89,95,348,A
std-6291,Female,Group C,Some college,Standard,Complete,45,98,66,60,269,B
std-6292,Female,Group C,Associate's degree,Free/reduced,Not complete,90,48,82,100,320,A
std-6293,Female,Group E,Some college,Free/reduced,Not complete,77,43,99,44,263,B
std-6294,Female,Group B,Some college,Free/reduced,Complete,61,57,93,48,259,B
std-6295,Female,Group D,Some college,Standard,Not complete,69,90,62,33,254,B
std-6296,Female,Group C,Bachelor's degree,Standard,Complete,71,30,77,48,226,C
std-6297,Female,Group E,High school,Free/reduced,Not complete,58,84,59,76,277,B
std-6298,Female,Group C,Associate's degree,Standard,Not complete,77,80,54,70,281,B
std-6299,Female,Group C,Associate's degree,Standard,Not complete,79,73,83,76,311,B
std-6300,Female,Group E,High school,Free/reduced,Not complete,57,100,94,30,281,B
std-6301,Female,Group E,Some college,Free/reduced,Complete,48,89,79,66,282,B
std-6302,Female,Group D,Associate's degree,Free/reduced,Complete,60,50,56,69,235,C
std-6303,Female,Group C,Some college,Standard,Not complete,50,98,82,47,277,B
std-6304,Female,Group C,Associate's degree,Standard,Not complete,72,42,100,65,279,B
std-6305,Female,Group E,Some college,Free/reduced,Complete,56,32,89,100,277,B
std-6306,Female,Group D,Some college,Free/reduced,Complete,84,47,70,96,297,B
std-6307,Female,Group C,Some college,Standard,Not complete,60,84,98,70,312,B
std-6308,Female,Group A,High school,Free/reduced,Not complete,62,95,74,64,295,B
std-6309,Female,Group D,High school,Free/reduced,Not complete,67,87,97,70,321,A
std-6310,Female,Group A,Associate's degree,Free/reduced,Complete,66,64,24,50,204,C
std-6311,Female,Group C,Some college,Standard,Not complete,41,89,39,87,256,B
std-6312,Female,Group A,Some college,Free/reduced,Not complete,92,94,80,70,336,A
std-6313,Female,Group E,High school,Standard,Complete,51,62,84,93,290,B
std-6314,Female,Group C,Associate's degree,Free/reduced,Not complete,99,34,66,50,249,C
std-6315,Female,Group E,Some college,Standard,Complete,36,73,86,100,295,B
std-6316,Female,Group D,High school,Free/reduced,Complete,68,66,92,74,300,B
std-6317,Female,Group B,Associate's degree,Standard,Not complete,56,90,78,90,314,B
std-6318,Female,Group C,Master's degree,Standard,Complete,52,100,57,56,265,B
std-6319,Female,Group C,High school,Standard,Complete,72,47,100,78,297,B
std-6320,Female,Group D,Associate's degree,Standard,Complete,58,70,35,48,211,C
std-6321,Female,Group E,High school,Free/reduced,Complete,27,27,87,97,238,C
std-6322,Female,Group B,Some college,Free/reduced,Complete,57,42,100,71,270,B
std-6323,Female,Group D,High school,Standard,Complete,75,80,39,71,265,B
std-6324,Female,Group B,High school,Standard,Not complete,70,96,73,59,298,B
std-6325,Female,Group B,High school,Standard,Complete,77,62,83,100,322,A
std-6326,Female,Group D,Associate's degree,Standard,Complete,64,73,99,92,328,A
std-6327,Female,Group C,High school,Free/reduced,Not complete,70,97,84,43,294,B
std-6328,Female,Group A,High school,Standard,Complete,41,57,70,73,241,C
std-6329,Female,Group C,High school,Standard,Complete,52,74,81,93,300,B
std-6330,Female,Group B,Some college,Standard,Complete,69,83,56,67,275,B
std-6331,Female,Group B,High school,Standard,Not complete,72,64,96,89,321,A
std-6332,Female,Group D,Some college,Standard,Complete,100,67,100,61,328,A
std-6333,Female,Group C,High school,Free/reduced,Not complete,55,89,67,44,255,B
std-6334,Female,Group B,High school,Standard,Not complete,75,66,100,74,315,B
std-6335,Female,Group A,Some college,Standard,Not complete,35,87,77,71,270,B
std-6336,Female,Group B,Associate's degree,Standard,Not complete,75,69,82,87,313,B
std-6337,Female,Group C,Associate's degree,Standard,Not complete,42,52,50,67,211,C
std-6338,Female,Group E,High school,Free/reduced,Not complete,28,100,54,65,247,C
std-6339,Female,Group A,Some college,Free/reduced,Complete,60,98,78,74,310,B
std-6340,Female,Group B,Bachelor's degree,Standard,Not complete,85,60,71,61,277,B
std-6341,Female,Group C,Some college,Standard,Not complete,53,90,60,44,247,C
std-6342,Female,Group C,Some college,Standard,Not complete,71,57,69,73,270,B
std-6343,Female,Group B,High school,Standard,Complete,53,90,100,49,292,B
std-6344,Female,Group A,High school,Free/reduced,Complete,69,72,76,72,289,B
std-6345,Female,Group A,Some college,Standard,Complete,58,83,57,77,275,B
std-6346,Female,Group C,Some college,Standard,Not complete,54,99,100,92,345,A
std-6347,Female,Group D,Associate's degree,Standard,Not complete,41,68,100,73,282,B
std-6348,Female,Group A,Master's degree,Standard,Not complete,47,76,68,86,277,B
std-6349,Female,Group C,Some college,Standard,Complete,34,45,86,74,239,C
std-6350,Female,Group B,High school,Free/reduced,Complete,77,82,81,96,336,A
std-6351,Female,Group A,High school,Free/reduced,Not complete,39,79,72,40,230,C
std-6352,Female,Group B,High school,Standard,Complete,27,59,97,81,264,B
std-6353,Female,Group E,High school,Standard,Not complete,50,62,83,55,250,B
std-6354,Female,Group D,High school,Standard,Complete,100,33,74,61,268,B
std-6355,Female,Group B,Some college,Standard,Not complete,87,75,42,86,290,B
std-6356,Female,Group D,Some college,Standard,Not complete,56,87,97,94,334,A
std-6357,Female,Group C,Some college,Standard,Not complete,51,76,78,61,266,B
std-6358,Female,Group B,Associate's degree,Standard,Complete,85,48,76,70,279,B
std-6359,Female,Group C,Some college,Standard,Not complete,43,62,100,93,298,B
std-6360,Female,Group C,Some college,Standard,Complete,88,49,65,62,264,B
std-6361,Female,Group B,Associate's degree,Standard,Not complete,40,75,100,75,290,B
std-6362,Female,Group C,Associate's degree,Free/reduced,Not complete,100,53,100,59,312,B
std-6363,Female,Group B,Associate's degree,Standard,Complete,45,86,100,66,297,B
std-6364,Female,Group A,Associate's degree,Standard,Not complete,75,100,62,56,293,B
std-6365,Female,Group D,Some college,Free/reduced,Not complete,92,64,100,67,323,A
std-6366,Female,Group D,Associate's degree,Standard,Complete,54,77,58,81,270,B
std-6367,Female,Group A,Some college,Standard,Complete,48,89,65,85,287,B
std-6368,Female,Group A,Some college,Free/reduced,Not complete,82,75,86,35,278,B
std-6369,Female,Group D,High school,Standard,Not complete,58,58,80,41,237,C
std-6370,Female,Group B,Associate's degree,Standard,Not complete,97,64,55,85,301,B
std-6371,Female,Group C,Some college,Free/reduced,Not complete,69,56,96,66,287,B
std-6372,Female,Group E,Some college,Standard,Not complete,83,80,100,96,359,A
std-6373,Female,Group C,Associate's degree,Standard,Not complete,70,83,62,75,290,B
std-6374,Female,Group B,High school,Standard,Complete,61,50,83,62,256,B
std-6375,Female,Group C,Associate's degree,Free/reduced,Not complete,96,51,78,85,310,B
std-6376,Female,Group A,Some college,Standard,Not complete,49,63,72,65,249,C
std-6377,Female,Group A,High school,Standard,Complete,31,65,50,70,216,C
std-6378,Female,Group C,Some college,Free/reduced,Not complete,51,100,95,91,337,A
std-6379,Female,Group C,Some college,Free/reduced,Complete,75,70,75,55,275,B
std-6380,Female,Group A,High school,Standard,Not complete,64,82,97,53,296,B
std-6381,Female,Group D,Master's degree,Standard,Not complete,33,62,100,78,273,B
std-6382,Female,Group C,High school,Standard,Complete,40,56,86,41,223,C
std-6383,Female,Group B,Associate's degree,Standard,Not complete,75,77,85,87,324,A
std-6384,Female,Group E,High school,Free/reduced,Not complete,95,85,82,83,345,A
std-6385,Female,Group A,Associate's degree,Free/reduced,Complete,49,76,90,96,311,B
std-6386,Female,Group C,Master's degree,Standard,Not complete,85,84,63,89,321,A
std-6387,Female,Group E,Associate's degree,Free/reduced,Not complete,39,100,73,40,252,B
std-6388,Female,Group A,Associate's degree,Free/reduced,Complete,78,97,100,41,316,B
std-6389,Female,Group B,Bachelor's degree,Standard,Not complete,97,56,81,76,310,B
std-6390,Female,Group E,High school,Standard,Not complete,62,55,66,93,276,B
std-6391,Female,Group E,Associate's degree,Standard,Not complete,60,74,86,65,285,B
std-6392,Female,Group C,High school,Standard,Complete,48,86,74,89,297,B
std-6393,Female,Group E,Some college,Standard,Not complete,41,48,88,58,235,C
std-6394,Female,Group E,Some college,Standard,Complete,88,60,91,68,307,B
std-6395,Female,Group E,High school,Free/reduced,Not complete,39,65,96,41,241,C
std-6396,Female,Group D,High school,Standard,Complete,71,78,69,81,299,B
std-6397,Female,Group C,High school,Standard,Not complete,54,78,30,86,248,C
std-6398,Female,Group D,High school,Free/reduced,Not complete,74,38,98,70,280,B
std-6399,Female,Group D,High school,Standard,Complete,47,63,100,80,290,B
std-6400,Female,Group D,Associate's degree,Standard,Not complete,56,61,81,47,245,C
std-6401,Female,Group C,Bachelor's degree,Standard,Not complete,27,100,99,100,326,A
std-6402,Female,Group C,High school,Free/reduced,Not complete,83,85,96,65,329,A
std-6403,Female,Group C,Master's degree,Free/reduced,Complete,80,44,75,58,257,B
std-6404,Female,Group A,High school,Free/reduced,Not complete,39,75,88,90,292,B
std-6405,Female,Group E,Some college,Standard,Not complete,29,93,78,31,231,C
std-6406,Female,Group B,High school,Free/reduced,Not complete,47,60,84,68,259,B
std-6407,Female,Group A,High school,Standard,Not complete,55,100,47,79,281,B
std-6408,Female,Group E,Associate's degree,Free/reduced,Not complete,48,85,73,41,247,C
std-6409,Female,Group D,Some college,Standard,Not complete,57,59,76,99,291,B
std-6410,Female,Group C,Bachelor's degree,Free/reduced,Complete,70,74,90,67,301,B
std-6411,Female,Group C,Bachelor's degree,Standard,Not complete,100,56,83,80,319,B
std-6412,Female,Group E,Associate's degree,Free/reduced,Complete,63,72,74,60,269,B
std-6413,Female,Group B,Associate's degree,Free/reduced,Not complete,81,92,93,63,329,A
std-6414,Female,Group B,High school,Free/reduced,Not complete,54,80,74,56,264,B
std-6415,Female,Group E,Associate's degree,Standard,Not complete,58,59,77,46,240,C
std-6416,Female,Group E,High school,Standard,Complete,86,78,44,82,290,B
std-6417,Female,Group C,Master's degree,Standard,Not complete,50,87,95,87,319,B
std-6418,Female,Group D,High school,Standard,Complete,27,57,83,72,239,C
std-6419,Female,Group D,Some college,Standard,Complete,57,83,88,72,300,B
std-6420,Female,Group A,Some college,Standard,Complete,48,71,86,62,267,B
std-6421,Female,Group D,Bachelor's degree,Free/reduced,Not complete,74,57,75,58,264,B
std-6422,Female,Group D,Bachelor's degree,Free/reduced,Not complete,60,90,81,51,282,B
std-6423,Female,Group C,Associate's degree,Standard,Not complete,87,31,80,98,296,B
std-6424,Female,Group B,Bachelor's degree,Free/reduced,Not complete,94,79,55,59,287,B
std-6425,Female,Group A,High school,Free/reduced,Complete,73,47,55,64,239,C
std-6426,Female,Group D,Some college,Standard,Not complete,68,49,95,79,291,B
std-6427,Female,Group E,Some college,Free/reduced,Complete,74,57,75,69,275,B
std-6428,Female,Group B,Some college,Free/reduced,Not complete,59,58,86,56,259,B
std-6429,Female,Group C,High school,Standard,Not complete,51,60,70,88,269,B
std-6430,Female,Group A,High school,Standard,Complete,55,91,27,24,197,D
std-6431,Female,Group C,Some college,Standard,Complete,74,41,39,68,222,C
std-6432,Female,Group C,Associate's degree,Standard,Not complete,71,100,98,73,342,A
std-6433,Female,Group D,Some college,Standard,Complete,78,42,90,60,270,B
std-6434,Female,Group D,Master's degree,Standard,Complete,62,86,67,23,238,C
std-6435,Female,Group A,Associate's degree,Standard,Complete,27,50,100,59,236,C
std-6436,Female,Group D,Associate's degree,Free/reduced,Not complete,80,64,81,46,271,B
std-6437,Female,Group C,High school,Free/reduced,Not complete,71,63,78,60,272,B
std-6438,Female,Group B,Associate's degree,Standard,Complete,33,82,97,62,274,B
std-6439,Female,Group B,High school,Standard,Complete,95,82,70,81,328,A
std-6440,Female,Group E,High school,Standard,Not complete,58,41,97,81,277,B
std-6441,Female,Group B,Some college,Free/reduced,Not complete,27,77,71,58,233,C
std-6442,Female,Group E,Associate's degree,Standard,Complete,39,44,100,96,279,B
std-6443,Female,Group C,Some college,Free/reduced,Complete,71,55,81,75,282,B
std-6444,Female,Group D,Some college,Free/reduced,Not complete,85,87,85,46,303,B
std-6445,Female,Group E,Associate's degree,Standard,Not complete,57,54,45,74,230,C
std-6446,Female,Group D,Associate's degree,Free/reduced,Not complete,63,67,100,61,291,B
std-6447,Female,Group D,Bachelor's degree,Standard,Not complete,100,64,100,59,323,A
std-6448,Female,Group C,High school,Standard,Not complete,88,50,74,53,265,B
std-6449,Female,Group D,Associate's degree,Standard,Not complete,71,81,58,55,265,B
std-6450,Female,Group C,High school,Standard,Not complete,63,68,81,68,280,B
std-6451,Female,Group C,Associate's degree,Standard,Complete,61,62,68,81,272,B
std-6452,Female,Group B,Some college,Free/reduced,Complete,36,67,60,76,239,C
std-6453,Female,Group B,Associate's degree,Free/reduced,Not complete,46,59,66,42,213,C
std-6454,Female,Group E,High school,Standard,Not complete,52,82,96,60,290,B
std-6455,Female,Group C,Bachelor's degree,Standard,Complete,87,60,94,100,341,A
std-6456,Female,Group A,Some college,Free/reduced,Not complete,56,50,83,68,257,B
std-6457,Female,Group E,Bachelor's degree,Standard,Not complete,94,74,85,88,341,A
std-6458,Female,Group D,Master's degree,Standard,Complete,83,71,78,82,314,B
std-6459,Female,Group C,High school,Standard,Complete,46,44,73,67,230,C
std-6460,Female,Group D,Some college,Free/reduced,Complete,70,62,100,80,312,B
std-6461,Female,Group C,Some college,Standard,Not complete,33,38,74,76,221,C
std-6462,Female,Group A,Associate's degree,Free/reduced,Not complete,64,60,93,48,265,B
std-6463,Female,Group B,Master's degree,Standard,Complete,54,94,56,87,291,B
std-6464,Female,Group A,Master's degree,Standard,Complete,87,68,76,43,274,B
std-6465,Female,Group C,Associate's degree,Standard,Complete,88,65,84,92,329,A
std-6466,Female,Group B,High school,Standard,Not complete,100,78,80,74,332,A
std-6467,Female,Group B,Some college,Standard,Complete,74,60,56,72,262,B
std-6468,Female,Group C,Associate's degree,Free/reduced,Complete,61,71,83,82,297,B
std-6469,Female,Group C,High school,Standard,Complete,54,85,65,65,269,B
std-6470,Female,Group D,Some college,Free/reduced,Complete,51,50,83,73,257,B
std-6471,Female,Group D,Some college,Standard,Not complete,88,34,96,93,311,B
std-6472,Female,Group C,Some college,Standard,Not complete,92,54,68,85,299,B
std-6473,Female,Group D,High school,Free/reduced,Not complete,50,88,81,51,270,B
std-6474,Female,Group C,High school,Free/reduced,Not complete,82,85,65,98,330,A
std-6475,Female,Group C,High school,Standard,Not complete,79,73,100,74,326,A
std-6476,Female,Group C,Associate's degree,Standard,Complete,100,72,95,68,335,A
std-6477,Female,Group B,High school,Free/reduced,Complete,54,86,94,54,288,B
std-6478,Female,Group B,Some college,Free/reduced,Complete,78,81,79,64,302,B
std-6479,Female,Group A,High school,Free/reduced,Not complete,51,39,61,36,187,D
std-6480,Female,Group D,High school,Standard,Complete,96,68,95,73,332,A
std-6481,Female,Group D,High school,Free/reduced,Not complete,53,97,90,59,299,B
std-6482,Female,Group D,Some college,Standard,Not complete,78,71,58,67,274,B
std-6483,Female,Group B,Bachelor's degree,Standard,Not complete,58,72,77,49,256,B
std-6484,Female,Group E,High school,Standard,Not complete,27,41,100,97,265,B
std-6485,Female,Group E,Some college,Standard,Complete,49,56,48,66,219,C
std-6486,Female,Group C,Bachelor's degree,Standard,Not complete,76,80,50,23,229,C
std-6487,Female,Group A,Some college,Free/reduced,Not complete,57,100,67,69,293,B
std-6488,Female,Group A,High school,Standard,Complete,27,68,43,41,179,D
std-6489,Female,Group A,Some college,Free/reduced,Not complete,72,99,64,52,287,B
std-6490,Female,Group C,High school,Standard,Not complete,37,56,86,61,240,C
std-6491,Female,Group B,High school,Standard,Not complete,63,67,61,71,262,B
std-6492,Female,Group A,Master's degree,Standard,Complete,29,58,57,63,207,C
std-6493,Female,Group B,Some college,Free/reduced,Not complete,62,79,75,96,312,B
std-6494,Female,Group B,Some college,Standard,Not complete,70,73,74,46,263,B
std-6495,Female,Group A,Associate's degree,Free/reduced,Not complete,65,77,76,60,278,B
std-6496,Female,Group A,Associate's degree,Standard,Not complete,88,80,59,24,251,B
std-6497,Female,Group B,Master's degree,Standard,Complete,74,94,76,78,322,A
std-6498,Female,Group C,Master's degree,Free/reduced,Complete,93,75,67,51,286,B
std-6499,Female,Group D,High school,Standard,Not complete,46,55,33,87,221,C
std-6500,Female,Group B,Associate's degree,Free/reduced,Not complete,52,60,99,98,309,B
std-6501,Female,Group E,High school,Free/reduced,Not complete,69,98,97,57,321,A
std-6502,Female,Group B,Some college,Free/reduced,Not complete,65,47,77,60,249,C
std-6503,Female,Group C,Bachelor's degree,Standard,Complete,62,54,95,82,293,B
std-6504,Female,Group E,Some college,Standard,Not complete,53,100,90,72,315,B
std-6505,Female,Group E,High school,Free/reduced,Complete,33,52,97,53,235,C
std-6506,Female,Group D,High school,Standard,Not complete,41,95,79,59,274,B
std-6507,Female,Group C,High school,Standard,Not complete,54,78,60,64,256,B
std-6508,Female,Group C,High school,Standard,Not complete,48,81,76,75,280,B
std-6509,Female,Group C,High school,Standard,Complete,27,100,57,41,225,C
std-6510,Female,Group D,High school,Standard,Complete,51,70,90,80,291,B
std-6511,Female,Group C,Some college,Free/reduced,Complete,50,88,98,78,314,B
std-6512,Female,Group D,Some college,Standard,Not complete,82,96,76,57,311,B
std-6513,Female,Group E,High school,Standard,Complete,45,100,100,88,333,A
std-6514,Female,Group D,Master's degree,Free/reduced,Not complete,68,59,64,95,286,B
std-6515,Female,Group C,Some college,Standard,Not complete,57,40,57,100,254,B
std-6516,Female,Group B,Bachelor's degree,Standard,Complete,76,65,85,84,310,B
std-6517,Female,Group E,Some college,Standard,Complete,48,73,88,56,265,B
std-6518,Female,Group E,High school,Free/reduced,Not complete,38,77,94,55,264,B
std-6519,Female,Group B,High school,Standard,Not complete,55,92,100,100,347,A
std-6520,Female,Group C,High school,Standard,Not complete,86,48,75,96,305,B
std-6521,Female,Group D,Associate's degree,Standard,Complete,67,81,96,85,329,A
std-6522,Female,Group C,Associate's degree,Standard,Complete,51,65,80,85,281,B
std-6523,Female,Group D,Bachelor's degree,Standard,Complete,61,73,55,56,245,C
std-6524,Female,Group B,Bachelor's degree,Standard,Complete,64,85,97,73,319,B
std-6525,Female,Group E,High school,Standard,Complete,32,93,87,95,307,B
std-6526,Female,Group D,High school,Standard,Not complete,30,81,89,83,283,B
std-6527,Female,Group C,Some college,Free/reduced,Not complete,69,37,95,59,260,B
std-6528,Female,Group D,Associate's degree,Free/reduced,Not complete,45,64,88,60,257,B
std-6529,Female,Group D,Associate's degree,Standard,Complete,64,56,81,73,274,B
std-6530,Female,Group C,High school,Standard,Not complete,66,88,75,76,305,B
std-6531,Female,Group E,High school,Standard,Complete,73,94,91,81,339,A
std-6532,Female,Group B,Associate's degree,Standard,Not complete,51,75,70,42,238,C
std-6533,Female,Group D,Associate's degree,Standard,Not complete,77,73,72,69,291,B
std-6534,Female,Group B,Some college,Standard,Complete,75,87,77,38,277,B
std-6535,Female,Group D,Some college,Standard,Not complete,27,70,89,62,248,C
std-6536,Female,Group D,Some college,Standard,Complete,60,75,70,96,301,B
std-6537,Female,Group D,Bachelor's degree,Free/reduced,Not complete,28,87,44,71,230,C
std-6538,Female,Group B,High school,Standard,Not complete,62,52,100,93,307,B
std-6539,Female,Group E,Bachelor's degree,Standard,Complete,31,89,82,69,271,B
std-6540,Female,Group C,Some college,Standard,Not complete,66,83,84,77,310,B
std-6541,Female,Group D,High school,Standard,Not complete,93,80,99,72,344,A
std-6542,Female,Group C,High school,Standard,Complete,80,88,75,67,310,B
std-6543,Female,Group E,Associate's degree,Free/reduced,Not complete,86,54,100,63,303,B
std-6544,Female,Group C,High school,Standard,Complete,27,82,46,76,231,C
std-6545,Female,Group E,Some college,Standard,Not complete,84,71,82,54,291,B
std-6546,Female,Group B,Some college,Standard,Not complete,27,49,99,88,263,B
std-6547,Female,Group E,High school,Standard,Not complete,44,36,77,35,192,D
std-6548,Female,Group B,Some college,Standard,Not complete,39,45,39,69,192,D
std-6549,Female,Group D,High school,Standard,Not complete,64,97,95,91,347,A
std-6550,Female,Group C,High school,Standard,Not complete,97,75,55,75,302,B
std-6551,Female,Group D,High school,Standard,Complete,66,66,71,82,285,B
std-6552,Female,Group C,Associate's degree,Free/reduced,Not complete,53,59,71,78,261,B
std-6553,Female,Group A,Some college,Free/reduced,Not complete,45,28,77,78,228,C
std-6554,Female,Group C,Associate's degree,Standard,Complete,66,60,78,97,301,B
std-6555,Female,Group C,Associate's degree,Standard,Not complete,74,71,72,62,279,B
std-6556,Female,Group B,Bachelor's degree,Free/reduced,Not complete,67,45,57,76,245,C
std-6557,Female,Group D,High school,Standard,Not complete,31,68,77,78,254,B
std-6558,Female,Group E,High school,Free/reduced,Not complete,66,100,49,53,268,B
std-6559,Female,Group C,High school,Standard,Not complete,50,50,100,66,266,B
std-6560,Female,Group C,High school,Standard,Complete,60,46,41,38,185,D
std-6561,Female,Group D,Some college,Standard,Not complete,86,75,87,79,327,A
std-6562,Female,Group D,Associate's degree,Standard,Not complete,81,100,100,63,344,A
std-6563,Female,Group C,Bachelor's degree,Free/reduced,Not complete,34,71,72,71,248,C
std-6564,Female,Group D,Associate's degree,Standard,Complete,36,62,71,82,251,B
std-6565,Female,Group B,Bachelor's degree,Free/reduced,Not complete,65,60,82,65,272,B
std-6566,Female,Group D,Associate's degree,Standard,Not complete,61,68,84,62,275,B
std-6567,Female,Group E,High school,Standard,Complete,68,85,74,63,290,B
std-6568,Female,Group D,High school,Standard,Not complete,50,68,75,42,235,C
std-6569,Female,Group C,High school,Standard,Complete,69,57,60,75,261,B
std-6570,Female,Group B,Some college,Free/reduced,Not complete,83,39,100,72,294,B
std-6571,Female,Group D,Master's degree,Free/reduced,Not complete,45,88,88,78,299,B
std-6572,Female,Group D,Associate's degree,Standard,Complete,52,100,89,87,328,A
std-6573,Female,Group C,Some college,Standard,Not complete,69,38,47,79,233,C
std-6574,Female,Group C,Master's degree,Standard,Complete,48,76,73,33,230,C
std-6575,Female,Group D,Bachelor's degree,Free/reduced,Not complete,27,85,74,60,246,C
std-6576,Female,Group C,High school,Standard,Not complete,65,74,63,58,260,B
std-6577,Female,Group C,Associate's degree,Standard,Complete,73,37,75,74,259,B
std-6578,Female,Group E,High school,Standard,Not complete,78,67,74,60,279,B
std-6579,Female,Group C,High school,Standard,Complete,64,59,99,100,322,A
std-6580,Female,Group E,Some college,Standard,Complete,38,73,92,74,277,B
std-6581,Female,Group B,High school,Free/reduced,Not complete,79,46,95,63,283,B
std-6582,Female,Group C,High school,Free/reduced,Not complete,40,55,67,67,229,C
std-6583,Female,Group C,High school,Standard,Not complete,59,76,84,37,256,B
std-6584,Female,Group E,Associate's degree,Standard,Complete,92,55,62,65,274,B
std-6585,Female,Group E,Bachelor's degree,Free/reduced,Not complete,58,72,79,73,282,B
std-6586,Female,Group E,High school,Standard,Not complete,61,58,69,76,264,B
std-6587,Female,Group D,Some college,Standard,Complete,64,35,91,46,236,C
std-6588,Female,Group B,High school,Standard,Complete,31,75,89,42,237,C
std-6589,Female,Group C,Associate's degree,Standard,Complete,81,64,85,23,253,B
std-6590,Female,Group B,Associate's degree,Standard,Complete,84,86,66,94,330,A
std-6591,Female,Group E,High school,Standard,Not complete,71,72,98,89,330,A
std-6592,Female,Group C,Bachelor's degree,Free/reduced,Complete,93,48,69,59,269,B
std-6593,Female,Group C,Associate's degree,Standard,Complete,72,46,78,56,252,B
std-6594,Female,Group D,High school,Standard,Not complete,67,100,86,91,344,A
std-6595,Female,Group C,High school,Standard,Complete,69,41,73,48,231,C
std-6596,Female,Group B,Associate's degree,Standard,Not complete,54,88,67,93,302,B
std-6597,Female,Group D,Master's degree,Standard,Complete,71,90,65,67,293,B
std-6598,Female,Group B,Associate's degree,Standard,Not complete,59,69,54,68,250,B
std-6599,Female,Group C,High school,Standard,Not complete,71,48,73,84,276,B
std-6600,Female,Group C,High school,Free/reduced,Complete,53,100,79,32,264,B
std-6601,Female,Group E,Some college,Standard,Not complete,74,60,80,79,293,B
std-6602,Female,Group A,Bachelor's degree,Free/reduced,Not complete,81,90,70,85,326,A
std-6603,Female,Group C,Associate's degree,Standard,Not complete,54,92,69,63,278,B
std-6604,Female,Group C,Some college,Free/reduced,Complete,66,23,46,71,206,C
std-6605,Female,Group A,Master's degree,Free/reduced,Not complete,35,65,74,46,220,C
std-6606,Female,Group A,Associate's degree,Free/reduced,Not complete,88,63,78,32,261,B
std-6607,Female,Group B,Some college,Free/reduced,Not complete,60,70,39,56,225,C
std-6608,Female,Group C,High school,Free/reduced,Complete,46,74,58,76,254,B
std-6609,Female,Group D,Some college,Standard,Not complete,90,81,77,47,295,B
std-6610,Female,Group E,High school,Free/reduced,Not complete,77,74,81,75,307,B
std-6611,Female,Group E,Master's degree,Free/reduced,Complete,75,97,52,61,285,B
std-6612,Female,Group D,Some college,Standard,Complete,33,100,48,47,228,C
std-6613,Female,Group D,High school,Free/reduced,Complete,68,92,68,62,290,B
std-6614,Female,Group C,Associate's degree,Standard,Complete,97,81,44,82,304,B
std-6615,Female,Group E,Some college,Free/reduced,Not complete,56,73,86,65,280,B
std-6616,Female,Group A,Some college,Free/reduced,Complete,58,68,67,75,268,B
