roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-4841,Male,Group E,High school,Standard,Not complete,57,63.0,45.0,99.0,264.0,B
std-4842,Male,Group D,Associate's degree,Free/reduced,Not complete,25,76.0,68.0,47.0,216.0,C
std-4843,Male,Group D,High school,Standard,Not complete,89,59.0,52.0,58.0,258.0,B
std-4844,Male,Group D,High school,Free/reduced,Not complete,53,42.0,42.0,67.0,204.0,C
std-4845,Male,Group E,Associate's degree,Free/reduced,Complete,48,87.0,73.0,86.0,294.0,B
std-4846,Male,Group E,High school,Standard,Not complete,25,47.0,61.0,83.0,216.0,C
std-4847,Male,Group D,Some college,Standard,Not complete,84,60.0,75.0,57.0,276.0,B
std-4848,Male,Group A,Some college,Standard,Not complete,52,55.0,27.0,63.0,197.0,D
std-4849,Male,Group D,Associate's degree,Standard,Complete,30,68.0,85.0,35.0,218.0,C
std-4850,Male,Group B,Bachelor's degree,Standard,Not complete,32,72.0,47.0,38.0,189.0,D
std-4851,Male,Group D,High school,Standard,Complete,79,72.0,85.0,54.0,290.0,B
std-4852,Male,Group B,Master's degree,Free/reduced,Complete,85,97.0,83.0,66.0,331.0,A
std-4853,Male,Group B,Bachelor's degree,Standard,Not complete,58,93.0,51.0,62.0,264.0,B
std-4854,Male,Group C,High school,Free/reduced,Not complete,88,74.0,70.0,79.0,311.0,B
std-4855,Male,Group C,Some college,Free/reduced,Not complete,35,55.0,42.0,62.0,194.0,D
std-4856,Male,Group C,Some college,Free/reduced,Not complete,48,100.0,67.0,73.0,288.0,B
std-4857,Male,Group B,Some college,Standard,Complete,23,100.0,81.0,89.0,293.0,B
std-4858,Male,Group C,Master's degree,Standard,Complete,23,39.0,51.0,42.0,155.0,D
std-4859,Male,Group C,High school,Free/reduced,Complete,15,73.0,69.0,27.0,184.0,D
std-4860,Male,Group E,High school,Standard,Complete,58,38.0,62.0,45.0,203.0,C
std-4861,Male,Group C,High school,Standard,Not complete,33,75.0,100.0,54.0,262.0,B
std-4862,Male,Group E,Associate's degree,Standard,Complete,76,44.0,76.0,58.0,254.0,B
std-4863,Male,Group C,High school,Free/reduced,Not complete,66,99.0,80.0,75.0,320.0,A
std-4864,Male,Group E,High school,Standard,Not complete,94,85.0,91.0,62.0,332.0,A
std-4865,Male,Group C,Some college,Standard,Not complete,46,91.0,49.0,100.0,286.0,B
std-4866,Male,Group C,Some college,Free/reduced,Not complete,69,80.0,70.0,96.0,315.0,B
std-4867,Male,Group C,Associate's degree,Free/reduced,Not complete,15,79.0,54.0,100.0,248.0,C
std-4868,Male,Group C,High school,Standard,Complete,30,94.0,79.0,24.0,227.0,C
std-4869,Male,Group C,High school,Standard,Complete,76,100.0,73.0,50.0,299.0,B
std-4870,Male,Group C,Some college,Standard,Not complete,57,96.0,73.0,58.0,284.0,B
std-4871,Male,Group E,High school,Standard,Complete,99,77.0,72.0,90.0,338.0,A
std-4872,Male,Group C,Associate's degree,Standard,Complete,61,17.0,81.0,47.0,206.0,C
std-4873,Male,Group C,Some college,Free/reduced,Not complete,83,20.0,80.0,92.0,275.0,B
std-4874,Male,Group B,High school,Standard,Not complete,60,49.0,46.0,39.0,194.0,D
std-4875,Male,Group D,Some college,Standard,Complete,44,65.0,58.0,42.0,209.0,C
std-4876,Male,Group C,High school,Standard,Not complete,69,78.0,35.0,61.0,243.0,C
std-4877,Male,Group C,Master's degree,Standard,Complete,48,65.0,98.0,52.0,263.0,B
std-4878,Male,Group E,Master's degree,Free/reduced,Complete,47,60.0,73.0,85.0,265.0,B
std-4879,Male,Group B,Some college,Free/reduced,Complete,45,89.0,53.0,48.0,235.0,C
std-4880,Male,Group C,Bachelor's degree,Standard,Not complete,74,83.0,78.0,61.0,296.0,B
std-4881,Male,Group D,Some college,Standard,Complete,94,66.0,98.0,63.0,321.0,A
std-4882,Male,Group C,Bachelor's degree,Free/reduced,Not complete,56,100.0,83.0,44.0,283.0,B
std-4883,Male,Group D,Master's degree,Free/reduced,Not complete,33,57.0,87.0,51.0,228.0,C
std-4884,Male,Group B,High school,Free/reduced,Not complete,49,60.0,57.0,94.0,260.0,B
std-4885,Male,Group C,High school,Free/reduced,Not complete,12,80.0,96.0,65.0,253.0,B
std-4886,Male,Group C,High school,Standard,Complete,34,88.0,82.0,51.0,255.0,B
std-4887,Male,Group D,High school,Standard,Not complete,74,56.0,81.0,65.0,276.0,B
std-4888,Male,Group C,Bachelor's degree,Standard,Not complete,31,65.0,63.0,56.0,215.0,C
std-4889,Male,Group C,High school,Standard,Not complete,50,75.0,63.0,66.0,254.0,B
std-4890,Male,Group C,Associate's degree,Standard,Not complete,43,69.0,29.0,74.0,215.0,C
std-4891,Male,Group C,High school,Free/reduced,Not complete,96,64.0,53.0,81.0,294.0,B
std-4892,Male,Group D,High school,Free/reduced,Not complete,26,74.0,91.0,44.0,235.0,C
std-4893,Male,Group B,Some college,Standard,Complete,61,61.0,70.0,57.0,249.0,C
std-4894,Male,Group B,High school,Standard,Not complete,16,100.0,72.0,89.0,277.0,B
std-4895,Male,Group B,Associate's degree,Free/reduced,Not complete,66,79.0,78.0,99.0,322.0,A
std-4896,Male,Group D,Associate's degree,Free/reduced,Not complete,15,49.0,52.0,81.0,197.0,D
std-4897,Male,Group A,High school,Free/reduced,Complete,90,60.0,63.0,42.0,255.0,B
std-4898,Male,Group D,Some college,Standard,Complete,29,96.0,97.0,87.0,309.0,B
std-4899,Male,Group D,High school,Standard,Complete,41,94.0,60.0,13.0,208.0,C
std-4900,Male,Group B,Master's degree,Free/reduced,Complete,57,100.0,95.0,83.0,335.0,A
std-4901,Male,Group C,High school,Standard,Complete,30,84.0,77.0,57.0,248.0,C
std-4902,Male,Group C,Associate's degree,Standard,Not complete,86,80.0,66.0,58.0,290.0,B
std-4903,Male,Group E,Some college,Standard,Complete,62,75.0,100.0,67.0,304.0,B
std-4904,Male,Group E,Some college,Free/reduced,Not complete,49,50.0,51.0,77.0,227.0,C
std-4905,Male,Group B,Some college,Free/reduced,Complete,52,84.0,74.0,53.0,263.0,B
std-4906,Male,Group D,Master's degree,Free/reduced,Not complete,56,49.0,67.0,82.0,254.0,B
std-4907,Male,Group D,Some college,Standard,Complete,55,80.0,100.0,36.0,271.0,B
std-4908,Male,Group D,Associate's degree,Standard,Not complete,56,58.0,88.0,54.0,256.0,B
std-4909,Male,Group B,Some college,Free/reduced,Complete,98,43.0,38.0,57.0,236.0,C
std-4910,Male,Group B,High school,Free/reduced,Not complete,57,56.0,69.0,44.0,226.0,C
std-4911,Male,Group D,Master's degree,Standard,Not complete,24,80.0,62.0,70.0,236.0,C
std-4912,Male,Group D,Master's degree,Standard,Not complete,40,52.0,63.0,30.0,185.0,D
std-4913,Male,Group B,Some college,Free/reduced,Complete,79,94.0,63.0,84.0,320.0,A
std-4914,Male,Group B,High school,Standard,Not complete,37,85.0,73.0,61.0,256.0,B
std-4915,Male,Group C,Bachelor's degree,Free/reduced,Not complete,53,69.0,32.0,78.0,232.0,C
std-4916,Male,Group C,Associate's degree,Standard,Not complete,100,83.0,70.0,91.0,344.0,A
std-4917,Male,D,Some college,Standard,Complete,73,88.0,46.0,67.0,274.0,B
std-4918,Male,Group B,Some college,Standard,Not complete,36,91.0,10.0,53.0,190.0,D
std-4919,Male,Group C,Some college,Standard,Not complete,51,68.0,98.0,45.0,262.0,B
std-4920,Male,Group D,Bachelor's degree,Free/reduced,Not complete,37,58.0,61.0,55.0,211.0,C
std-4921,Male,Group B,Some college,Free/reduced,Complete,93,82.0,94.0,97.0,366.0,A
std-4922,Male,Group C,High school,Standard,Not complete,40,46.0,53.0,100.0,239.0,C
std-4923,Male,Group D,Associate's degree,Standard,Not complete,19,43.0,94.0,47.0,203.0,C
std-4924,Male,Group C,Associate's degree,Free/reduced,Complete,29,100.0,67.0,70.0,266.0,B
std-4925,Male,Group C,Master's degree,Free/reduced,Not complete,48,95.0,82.0,46.0,271.0,B
std-4926,Male,Group E,Master's degree,Free/reduced,Complete,73,27.0,97.0,100.0,297.0,B
std-4927,Male,Group A,Associate's degree,Free/reduced,Not complete,46,69.0,64.0,100.0,279.0,B
std-4928,Male,Group A,Bachelor's degree,Free/reduced,Complete,58,61.0,74.0,73.0,266.0,B
std-4929,Male,Group B,Associate's degree,Standard,Not complete,55,73.0,78.0,78.0,284.0,B
std-4930,Male,Group D,High school,Standard,Complete,59,84.0,77.0,86.0,306.0,B
std-4931,Male,Group C,Associate's degree,Standard,Not complete,21,91.0,93.0,83.0,288.0,B
std-4932,Male,Group C,High school,Free/reduced,Not complete,94,62.0,100.0,16.0,272.0,B
std-4933,Male,Group A,High school,Free/reduced,Not complete,21,73.0,50.0,80.0,224.0,C
std-4934,Male,Group D,High school,Standard,Complete,76,73.0,34.0,84.0,267.0,B
std-4935,Male,Group C,High school,Standard,Not complete,69,53.0,69.0,80.0,271.0,B
std-4936,Male,Group A,High school,Standard,Not complete,29,80.0,82.0,67.0,258.0,B
std-4937,Male,Group A,High school,Free/reduced,Complete,45,67.0,38.0,37.0,187.0,D
std-4938,Male,Group D,Some college,Standard,Not complete,34,100.0,98.0,85.0,317.0,B
std-4939,Male,Group B,Some college,Standard,Not complete,12,100.0,49.0,92.0,253.0,B
std-4940,Male,Group B,High school,Free/reduced,Not complete,80,67.0,50.0,48.0,245.0,C
std-4941,Male,Group B,Associate's degree,Standard,Not complete,78,57.0,41.0,84.0,260.0,B
std-4942,Male,Group D,Bachelor's degree,Standard,Complete,52,71.0,76.0,63.0,262.0,B
std-4943,Male,Group B,Associate's degree,Standard,Not complete,29,100.0,73.0,84.0,286.0,B
std-4944,Male,Group E,High school,Standard,Not complete,35,92.0,52.0,37.0,216.0,C
std-4945,Male,Group B,High school,Free/reduced,Complete,77,100.0,62.0,44.0,283.0,B
std-4946,Male,Group C,Associate's degree,Free/reduced,Complete,49,73.0,78.0,73.0,273.0,B
std-4947,Male,Group E,Associate's degree,Free/reduced,Not complete,35,68.0,60.0,28.0,191.0,D
std-4948,Male,Group B,Associate's degree,Standard,Complete,19,79.0,100.0,73.0,271.0,B
std-4949,Male,Group D,Master's degree,Standard,Complete,54,75.0,41.0,83.0,253.0,B
std-4950,Male,Group A,Bachelor's degree,Standard,Complete,28,59.0,95.0,45.0,227.0,C
std-4951,Male,Group C,Bachelor's degree,Standard,Not complete,63,64.0,58.0,15.0,200.0,C
std-4952,Male,Group D,Associate's degree,Standard,Complete,100,100.0,76.0,65.0,341.0,A
std-4953,Male,Group E,High school,Standard,Not complete,10,94.0,63.0,68.0,235.0,C
std-4954,Male,Group C,Associate's degree,Standard,Not complete,100,63.0,49.0,57.0,269.0,B
std-4955,Male,Group D,Master's degree,Standard,Complete,92,97.0,38.0,51.0,278.0,B
std-4956,Male,Group C,High school,Standard,Complete,85,73.0,78.0,85.0,321.0,A
std-4957,Male,Group C,High school,Free/reduced,Not complete,67,80.0,82.0,49.0,278.0,B
std-4958,Male,Group D,Bachelor's degree,Free/reduced,Complete,72,64.0,87.0,71.0,294.0,B
std-4959,Male,Group B,High school,Free/reduced,Complete,90,83.0,91.0,100.0,364.0,A
std-4960,Male,Group A,Associate's degree,Standard,Not complete,0,91.0,64.0,60.0,215.0,C
std-4961,Male,Group B,Some college,Standard,Complete,70,41.0,57.0,62.0,230.0,C
std-4962,Male,Group B,High school,Free/reduced,Not complete,50,41.0,55.0,44.0,190.0,D
std-4963,Male,Group E,High school,Free/reduced,Not complete,42,35.0,39.0,60.0,176.0,D
std-4964,Male,Group E,Some college,Free/reduced,Not complete,26,63.0,31.0,31.0,151.0,D
std-4965,Male,Group D,Some college,Standard,Not complete,36,84.0,86.0,21.0,227.0,C
std-4966,Male,Group D,Some college,Free/reduced,Not complete,28,80.0,83.0,59.0,250.0,B
std-4967,Male,Group C,High school,Standard,Not complete,18,52.0,65.0,59.0,194.0,D
std-4968,Male,Group C,Some college,Free/reduced,Not complete,49,87.0,58.0,74.0,268.0,B
std-4969,Male,Group D,High school,Standard,Complete,62,88.0,92.0,43.0,285.0,B
std-4970,Male,Group D,High school,Standard,Complete,49,86.0,60.0,64.0,259.0,B
std-4971,Male,Group D,Bachelor's degree,Standard,Not complete,23,83.0,51.0,53.0,210.0,C
std-4972,Male,Group A,Some college,Free/reduced,Not complete,98,100.0,59.0,78.0,335.0,A
std-4973,Male,Group C,High school,Free/reduced,Not complete,32,97.0,64.0,62.0,255.0,B
std-4974,Male,Group C,Master's degree,Standard,Not complete,82,51.0,79.0,61.0,273.0,B
std-4975,Male,Group C,Associate's degree,Standard,Complete,52,47.0,100.0,56.0,255.0,B
std-4976,Male,Group B,Some college,Standard,Not complete,38,55.0,67.0,9.0,169.0,D
std-4977,Male,Group B,Some college,Standard,Complete,42,79.0,69.0,44.0,234.0,C
std-4978,Male,Group D,High school,Standard,Complete,49,46.0,58.0,87.0,240.0,C
std-4979,Male,Group C,High school,Standard,Not complete,16,39.0,48.0,66.0,169.0,D
std-4980,Male,Group C,High school,Standard,Not complete,42,60.0,51.0,96.0,249.0,C
std-4981,Male,Group C,Some college,Standard,Not complete,68,98.0,77.0,91.0,334.0,A
std-4982,Male,Group C,High school,Standard,Not complete,29,64.0,85.0,42.0,220.0,C
std-4983,Male,Group B,High school,Free/reduced,Not complete,82,52.0,65.0,50.0,249.0,C
std-4984,Male,Group D,High school,Standard,Complete,64,100.0,78.0,17.0,259.0,B
std-4985,Male,Group D,High school,Standard,Not complete,16,91.0,36.0,99.0,242.0,C
std-4986,Male,Group C,High school,Standard,Not complete,86,73.0,93.0,52.0,304.0,B
std-4987,Male,Group C,Some college,Standard,Complete,19,55.0,83.0,79.0,236.0,C
std-4988,Male,Group C,High school,Standard,Not complete,54,75.0,58.0,53.0,240.0,C
std-4989,Male,Group A,Bachelor's degree,Standard,Complete,45,57.0,95.0,46.0,243.0,C
std-4990,Male,Group E,High school,Standard,Not complete,19,54.0,97.0,9.0,179.0,D
std-4991,Male,Group C,High school,Standard,Complete,48,86.0,34.0,45.0,213.0,C
std-4992,Male,Group D,High school,Free/reduced,Complete,9,100.0,92.0,27.0,228.0,C
std-4993,Male,Group B,Associate's degree,Standard,Not complete,20,58.0,73.0,44.0,195.0,D
std-4994,Male,Group C,Some college,Standard,Not complete,59,57.0,56.0,85.0,257.0,B
std-4995,Male,Group B,Associate's degree,Standard,Complete,40,100.0,94.0,94.0,328.0,A
std-4996,Male,Group E,Master's degree,Free/reduced,Not complete,33,60.0,100.0,70.0,263.0,B
std-4997,Male,Group E,Some college,Standard,Not complete,76,100.0,56.0,88.0,320.0,A
std-4998,Male,Group D,Bachelor's degree,Free/reduced,Complete,53,62.0,76.0,43.0,234.0,C
std-4999,Male,Group C,Associate's degree,Free/reduced,Not complete,58,68.0,29.0,46.0,201.0,C
std-5000,Male,Group A,High school,Free/reduced,Not complete,37,80.0,75.0,65.0,257.0,B
std-5001,Female,Group A,Associate's degree,Standard,Complete,70,66.0,59.0,51.0,246.0,C
std-5002,Female,Group B,Associate's degree,Free/reduced,Complete,56,65.0,85.0,46.0,252.0,B
std-5003,Female,Group A,High school,Standard,Complete,64,44.0,70.0,90.0,268.0,B
std-5004,Female,Group B,High school,Standard,Not complete,74,100.0,84.0,72.0,330.0,A
std-5005,Female,Group B,Bachelor's degree,Standard,Not complete,65,50.0,39.0,93.0,247.0,C
std-5006,Female,Group A,High school,Standard,Complete,80,87.0,68.0,88.0,323.0,A
std-5007,Female,Group D,Associate's degree,Free/reduced,Not complete,92,69.0,74.0,73.0,308.0,B
std-5008,Female,Group B,Master's degree,Standard,Complete,66,95.0,42.0,80.0,283.0,B
std-5009,Female,Group B,High school,Standard,Complete,77,41.0,81.0,60.0,259.0,B
std-5010,Female,Group B,High school,Standard,Complete,51,46.0,100.0,63.0,260.0,B
std-5011,Female,Group D,Some college,Free/reduced,Not complete,53,87.0,100.0,68.0,308.0,B
std-5012,Female,Group B,Some college,Free/reduced,Not complete,27,100.0,70.0,34.0,231.0,C
std-5013,Female,Group D,High school,Standard,Not complete,57,51.0,97.0,83.0,288.0,B
std-5014,Female,Group A,Bachelor's degree,Standard,Not complete,60,70.0,80.0,85.0,295.0,B
std-5015,Female,Group D,High school,Free/reduced,Not complete,56,66.0,87.0,74.0,283.0,B
std-5016,Female,Group B,High school,Standard,Complete,61,85.0,100.0,62.0,308.0,B
std-5017,Female,Group E,Some college,Standard,Not complete,56,61.0,87.0,91.0,295.0,B
std-5018,Female,Group D,Master's degree,Standard,Not complete,61,96.0,56.0,70.0,283.0,B
std-5019,Female,Group D,High school,Standard,Complete,59,69.0,100.0,60.0,288.0,B
std-5020,Female,Group E,Bachelor's degree,Free/reduced,Complete,87,100.0,40.0,45.0,272.0,B
std-5021,Female,Group C,Some college,Standard,Not complete,78,84.0,79.0,55.0,296.0,B
std-5022,Female,Group C,Bachelor's degree,Standard,Complete,64,82.0,80.0,79.0,305.0,B
std-5023,Female,Group C,High school,Free/reduced,Not complete,57,59.0,100.0,60.0,276.0,B
std-5024,Female,Group B,Some college,Standard,Complete,37,54.0,76.0,51.0,218.0,C
std-5025,Female,Group D,Associate's degree,Standard,Not complete,58,57.0,97.0,78.0,290.0,B
std-5026,Female,Group D,Associate's degree,Standard,Complete,98,55.0,55.0,80.0,288.0,B
std-5027,Female,Group C,High school,Standard,Complete,74,60.0,89.0,79.0,302.0,B
std-5028,Female,Group C,Associate's degree,Standard,Complete,40,60.0,99.0,59.0,258.0,B
std-5029,Female,Group C,High school,Standard,Complete,47,53.0,100.0,70.0,270.0,B
std-5030,Female,Group E,Some college,Standard,Not complete,64,76.0,70.0,87.0,297.0,B
std-5031,Female,Group E,High school,Free/reduced,Not complete,27,62.0,96.0,65.0,250.0,B
std-5032,Female,Group A,Some college,Standard,Not complete,43,50.0,94.0,77.0,264.0,B
std-5033,Female,Group C,High school,Standard,Not complete,70,71.0,73.0,94.0,308.0,B
std-5034,Female,Group D,High school,Standard,Complete,63,81.0,94.0,56.0,294.0,B
std-5035,Female,Group D,Associate's degree,Free/reduced,Not complete,47,47.0,53.0,73.0,220.0,C
std-5036,Female,Group E,High school,Standard,Not complete,90,63.0,95.0,74.0,322.0,A
std-5037,Female,Group C,High school,Standard,Complete,92,61.0,96.0,89.0,338.0,A
std-5038,Female,Group B,High school,Standard,Complete,100,100.0,48.0,68.0,316.0,B
std-5039,Female,Group C,Bachelor's degree,Free/reduced,Not complete,27,54.0,97.0,94.0,272.0,B
std-5040,Female,Group D,Some college,Free/reduced,Not complete,76,79.0,68.0,64.0,287.0,B
std-5041,Female,Group C,High school,Free/reduced,Not complete,67,97.0,91.0,77.0,332.0,A
std-5042,Female,Group C,Associate's degree,Free/reduced,Complete,82,70.0,73.0,70.0,295.0,B
std-5043,Female,Group B,High school,Free/reduced,Complete,87,39.0,72.0,70.0,268.0,B
std-5044,Female,Group C,Some college,Standard,Not complete,76,65.0,91.0,69.0,301.0,B
std-5045,Female,Group C,Associate's degree,Standard,Not complete,83,59.0,84.0,68.0,294.0,B
std-5046,Female,Group C,Associate's degree,Standard,Complete,79,77.0,88.0,64.0,308.0,B
std-5047,Female,Group B,Some college,Standard,Complete,87,94.0,99.0,90.0,370.0,A
std-5048,Female,Group E,High school,Standard,Not complete,35,61.0,88.0,75.0,259.0,B
std-5049,Female,Group C,Associate's degree,Standard,Not complete,55,71.0,62.0,70.0,258.0,B
std-5050,Female,Group D,Bachelor's degree,Standard,Complete,59,51.0,83.0,91.0,284.0,B
std-5051,Female,Group C,Associate's degree,Standard,Complete,77,54.0,72.0,80.0,283.0,B
std-5052,Female,Group E,High school,Standard,Complete,69,90.0,54.0,77.0,290.0,B
std-5053,Female,Group C,Some college,Free/reduced,Complete,39,60.0,93.0,60.0,252.0,B
std-5054,Female,Group C,Associate's degree,Standard,Not complete,44,50.0,100.0,61.0,255.0,B
std-5055,Female,Group B,Some college,Standard,Not complete,27,100.0,100.0,86.0,313.0,B
std-5056,Female,Group C,Associate's degree,Standard,Complete,47,51.0,83.0,62.0,243.0,C
std-5057,Female,Group D,Associate's degree,Standard,Not complete,93,44.0,100.0,72.0,309.0,B
std-5058,Female,Group C,High school,Free/reduced,Not complete,58,68.0,86.0,66.0,278.0,B
std-5059,Female,Group C,Associate's degree,Standard,Complete,71,66.0,76.0,92.0,305.0,B
std-5060,Female,Group C,High school,Standard,Complete,49,79.0,73.0,88.0,289.0,B
std-5061,Female,Group C,Some college,Free/reduced,Not complete,96,94.0,64.0,55.0,309.0,B
std-5062,Female,Group E,High school,Standard,Not complete,41,64.0,42.0,73.0,220.0,C
std-5063,Female,Group A,High school,Standard,Not complete,51,82.0,89.0,34.0,256.0,B
std-5064,Female,Group D,High school,Standard,Not complete,55,50.0,75.0,62.0,242.0,C
std-5065,Female,Group C,High school,Free/reduced,Complete,75,70.0,100.0,56.0,301.0,B
std-5066,Female,Group D,Some college,Free/reduced,Complete,51,98.0,42.0,91.0,282.0,B
std-5067,Female,Group C,Some college,Free/reduced,Complete,67,46.0,71.0,79.0,263.0,B
std-5068,Female,Group C,Associate's degree,Standard,Not complete,38,99.0,95.0,67.0,299.0,B
std-5069,Female,Group C,Associate's degree,Standard,Not complete,59,73.0,73.0,70.0,275.0,B
std-5070,Female,Group E,Bachelor's degree,Standard,Not complete,30,34.0,100.0,56.0,220.0,C
std-5071,Female,Group C,Some college,Standard,Not complete,65,89.0,100.0,72.0,326.0,A
std-5072,Female,Group C,High school,Standard,Not complete,96,69.0,75.0,74.0,314.0,B
std-5073,Female,Group D,Bachelor's degree,Standard,Not complete,82,23.0,79.0,37.0,221.0,C
std-5074,Female,Group B,High school,Standard,Not complete,79,64.0,96.0,94.0,333.0,A
std-5075,Female,Group C,High school,Standard,Complete,76,31.0,89.0,87.0,283.0,B
std-5076,Female,Group C,High school,Free/reduced,Complete,69,75.0,80.0,95.0,319.0,B
std-5077,Female,Group D,High school,Free/reduced,Not complete,67,92.0,33.0,78.0,270.0,B
std-5078,Female,Group B,Associate's degree,Standard,Not complete,71,52.0,70.0,93.0,286.0,B
std-5079,Female,Group C,High school,Standard,Not complete,30,100.0,99.0,76.0,305.0,B
std-5080,Female,Group D,Bachelor's degree,Standard,Not complete,50,77.0,93.0,46.0,266.0,B
std-5081,Female,Group C,Bachelor's degree,Free/reduced,Complete,39,91.0,61.0,66.0,257.0,B
std-5082,Female,Group C,High school,Free/reduced,Complete,32,71.0,57.0,62.0,222.0,C
std-5083,Female,Group C,Associate's degree,Standard,Not complete,39,55.0,48.0,75.0,217.0,C
std-5084,Female,Group D,Associate's degree,Standard,Not complete,83,58.0,97.0,92.0,330.0,A
std-5085,Female,Group A,Master's degree,Free/reduced,Complete,65,61.0,87.0,61.0,274.0,B
std-5086,Female,Group B,Some college,Standard,Not complete,80,60.0,82.0,83.0,305.0,B
std-5087,Female,Group D,High school,Free/reduced,Complete,40,65.0,56.0,39.0,200.0,C
std-5088,Female,Group D,Some college,Standard,Not complete,27,100.0,76.0,70.0,273.0,B
std-5089,Female,Group D,Some college,Standard,Not complete,92,43.0,37.0,62.0,234.0,C
std-5090,Female,Group C,Some college,Free/reduced,Complete,44,77.0,95.0,75.0,291.0,B
std-5091,Female,Group C,Some college,Standard,Not complete,49,54.0,97.0,95.0,295.0,B
std-5092,Female,Group B,High school,Free/reduced,Not complete,29,56.0,80.0,83.0,248.0,C
std-5093,Female,Group A,Associate's degree,Standard,Not complete,91,57.0,74.0,90.0,312.0,B
std-5094,Female,Group A,High school,Standard,Not complete,68,57.0,91.0,85.0,301.0,B
std-5095,Female,Group C,Associate's degree,Free/reduced,Complete,61,84.0,100.0,89.0,334.0,A
std-5096,Female,Group C,Some college,Free/reduced,Complete,34,54.0,80.0,82.0,250.0,B
std-5097,Female,Group D,Bachelor's degree,Standard,Not complete,90,66.0,42.0,46.0,244.0,C
std-5098,Female,Group D,Some college,Standard,Complete,89,53.0,77.0,57.0,276.0,B
std-5099,Female,Group C,Some college,Standard,Not complete,66,78.0,84.0,35.0,263.0,B
std-5100,Female,Group C,Bachelor's degree,Standard,Complete,56,62.0,86.0,88.0,292.0,B
std-5101,Female,Group B,Associate's degree,Standard,Not complete,36,91.0,57.0,74.0,258.0,B
std-5102,Female,Group C,Associate's degree,Standard,Not complete,77,54.0,57.0,79.0,267.0,B
std-5103,Female,Group B,Some college,Standard,Not complete,100,82.0,93.0,85.0,360.0,A
std-5104,Female,Group A,Some college,Standard,Not complete,43,68.0,67.0,60.0,238.0,C
std-5105,Female,Group C,Some college,Free/reduced,Not complete,80,72.0,80.0,60.0,292.0,B
std-5106,Female,Group D,High school,Free/reduced,Not complete,84,46.0,89.0,70.0,289.0,B
std-5107,Female,Group E,High school,Free/reduced,Not complete,75,74.0,69.0,35.0,253.0,B
std-5108,Female,Group B,Some college,Free/reduced,Complete,82,84.0,79.0,76.0,321.0,A
std-5109,Female,Group D,Some college,Free/reduced,Complete,85,62.0,51.0,73.0,271.0,B
std-5110,Female,Group C,Associate's degree,Standard,Not complete,63,61.0,94.0,91.0,309.0,B
std-5111,Female,Group D,Associate's degree,Standard,Complete,48,100.0,65.0,76.0,289.0,B
std-5112,Female,Group C,Master's degree,Free/reduced,Not complete,44,63.0,100.0,88.0,295.0,B
std-5113,Female,Group C,Bachelor's degree,Standard,Not complete,45,39.0,76.0,78.0,238.0,C
std-5114,Female,Group D,Some college,Free/reduced,Complete,71,67.0,69.0,71.0,278.0,B
std-5115,Female,Group D,High school,Free/reduced,Not complete,72,94.0,43.0,67.0,276.0,B
std-5116,Female,Group C,Some college,Standard,Not complete,54,45.0,67.0,68.0,234.0,C
std-5117,Female,Group E,Associate's degree,Standard,Not complete,85,50.0,68.0,90.0,293.0,B
std-5118,Female,Group E,High school,Standard,Not complete,75,80.0,86.0,57.0,298.0,B
std-5119,Female,Group E,Some college,Standard,Not complete,79,74.0,90.0,67.0,310.0,B
std-5120,Female,Group B,Associate's degree,Free/reduced,Not complete,54,100.0,99.0,68.0,321.0,A
std-5121,Female,Group C,High school,Free/reduced,Not complete,100,84.0,52.0,43.0,279.0,B
std-5122,Female,Group C,Some college,Free/reduced,Not complete,58,48.0,78.0,32.0,216.0,C
std-5123,Female,Group D,Some college,Standard,Not complete,70,58.0,64.0,70.0,262.0,B
std-5124,Female,Group C,Some college,Standard,Not complete,79,62.0,81.0,67.0,289.0,B
std-5125,Female,Group A,High school,Standard,Complete,48,74.0,41.0,85.0,248.0,C
std-5126,Female,Group A,High school,Free/reduced,Not complete,94,51.0,65.0,98.0,308.0,B
std-5127,Female,Group C,Master's degree,Free/reduced,Not complete,47,71.0,62.0,89.0,269.0,B
std-5128,Female,Group C,Bachelor's degree,Standard,Not complete,57,100.0,89.0,88.0,334.0,A
std-5129,Female,Group D,Associate's degree,Standard,Not complete,82,85.0,100.0,65.0,332.0,A
std-5130,Female,Group A,Associate's degree,Free/reduced,Not complete,63,86.0,70.0,69.0,288.0,B
std-5131,Female,Group A,Some college,Free/reduced,Not complete,70,48.0,49.0,92.0,259.0,B
std-5132,Female,Group C,High school,Standard,Not complete,45,46.0,65.0,66.0,222.0,C
std-5133,Female,Group D,High school,Free/reduced,Not complete,59,85.0,97.0,74.0,315.0,B
std-5134,Female,Group E,Associate's degree,Standard,Not complete,46,76.0,61.0,71.0,254.0,B
std-5135,Female,Group D,Associate's degree,Free/reduced,Not complete,66,64.0,73.0,70.0,273.0,B
std-5136,Female,Group E,High school,Free/reduced,Not complete,100,60.0,100.0,70.0,330.0,A
std-5137,Female,Group D,High school,Standard,Not complete,49,55.0,63.0,63.0,230.0,C
std-5138,Female,Group D,High school,Standard,Complete,50,97.0,75.0,53.0,275.0,B
std-5139,Female,Group C,Some college,Standard,Not complete,86,100.0,66.0,81.0,333.0,A
